Using device:  cuda

Epoch 1/100: train_loss: 0.04948 | test_loss: 0.01618 | epoch_time: 25.93 sec
Epoch 59/100: train_loss: 0.00510 | test_loss: 0.00355 | epoch_time: 25.85 sec
Epoch 60/100: train_loss: 0.00502 | test_loss: 0.00346 | epoch_time: 25.85 sec
Epoch 61/100: train_loss: 0.00492 | test_loss: 0.00389 | epoch_time: 25.85 sec
Epoch 62/100: train_loss: 0.00483 | test_loss: 0.00341 | epoch_time: 25.86 sec
Epoch 63/100: train_loss: 0.00473 | test_loss: 0.00340 | epoch_time: 25.84 sec
Epoch 64/100: train_loss: 0.00464 | test_loss: 0.00340 | epoch_time: 25.82 sec
Epoch 65/100: train_loss: 0.00437 | test_loss: 0.00290 | epoch_time: 25.87 sec
Epoch 66/100: train_loss: 0.00432 | test_loss: 0.00312 | epoch_time: 25.86 sec
Epoch 67/100: train_loss: 0.00428 | test_loss: 0.00309 | epoch_time: 25.86 sec
Epoch 68/100: train_loss: 0.00424 | test_loss: 0.00469 | epoch_time: 25.97 sec
Epoch 69/100: train_loss: 0.00420 | test_loss: 0.00320 | epoch_time: 25.87 sec
Epoch 70/100: train_loss: 0.00413 | test_loss: 0.00286 | epoch_time: 25.86 sec
Epoch 71/100: train_loss: 0.00408 | test_loss: 0.00304 | epoch_time: 25.87 sec
Epoch 72/100: train_loss: 0.00404 | test_loss: 0.00340 | epoch_time: 25.85 sec
Epoch 73/100: train_loss: 0.00399 | test_loss: 0.00290 | epoch_time: 25.85 sec
Epoch 74/100: train_loss: 0.00394 | test_loss: 0.00313 | epoch_time: 25.91 sec
Epoch 75/100: train_loss: 0.00390 | test_loss: 0.00304 | epoch_time: 25.81 sec
Epoch 76/100: train_loss: 0.00384 | test_loss: 0.00298 | epoch_time: 25.82 sec
Epoch 77/100: train_loss: 0.00372 | test_loss: 0.00264 | epoch_time: 25.86 sec
Epoch 78/100: train_loss: 0.00370 | test_loss: 0.00291 | epoch_time: 25.85 sec
Epoch 79/100: train_loss: 0.00368 | test_loss: 0.00308 | epoch_time: 25.86 sec
Epoch 80/100: train_loss: 0.00366 | test_loss: 0.00272 | epoch_time: 25.84 sec
Epoch 81/100: train_loss: 0.00363 | test_loss: 0.00273 | epoch_time: 25.92 sec
Epoch 82/100: train_loss: 0.00360 | test_loss: 0.00273 | epoch_time: 25.86 sec
Epoch 83/100: train_loss: 0.00357 | test_loss: 0.00283 | epoch_time: 25.86 sec
Epoch 84/100: train_loss: 0.00351 | test_loss: 0.00264 | epoch_time: 25.87 sec
Epoch 85/100: train_loss: 0.00350 | test_loss: 0.00256 | epoch_time: 25.81 sec
Epoch 86/100: train_loss: 0.00349 | test_loss: 0.00264 | epoch_time: 25.86 sec
Epoch 87/100: train_loss: 0.00347 | test_loss: 0.00258 | epoch_time: 25.85 sec
Epoch 88/100: train_loss: 0.00345 | test_loss: 0.00259 | epoch_time: 25.85 sec
Epoch 89/100: train_loss: 0.00344 | test_loss: 0.00304 | epoch_time: 25.85 sec
Epoch 90/100: train_loss: 0.00344 | test_loss: 0.00263 | epoch_time: 25.82 sec
Epoch 91/100: train_loss: 0.00341 | test_loss: 0.00255 | epoch_time: 25.85 sec
Epoch 92/100: train_loss: 0.00340 | test_loss: 0.00262 | epoch_time: 25.96 sec
Epoch 93/100: train_loss: 0.00339 | test_loss: 0.00289 | epoch_time: 25.86 sec
Epoch 94/100: train_loss: 0.00337 | test_loss: 0.00262 | epoch_time: 25.84 sec
Epoch 95/100: train_loss: 0.00335 | test_loss: 0.00264 | epoch_time: 25.83 sec
Epoch 96/100: train_loss: 0.00334 | test_loss: 0.00260 | epoch_time: 25.85 sec
Epoch 97/100: train_loss: 0.00333 | test_loss: 0.00276 | epoch_time: 25.85 sec
Epoch 98/100: train_loss: 0.00329 | test_loss: 0.00254 | epoch_time: 25.85 sec
Epoch 99/100: train_loss: 0.00328 | test_loss: 0.00254 | epoch_time: 25.85 sec
Epoch 100/100: train_loss: 0.00328 | test_loss: 0.00254 | epoch_time: 25.82 sec

RMSE: 0.05045
