Using device:  cuda

Epoch 1/100: train_loss: 0.05290 | test_loss: 0.01829 | epoch_time: 26.19 sec
Epoch 45/100: train_loss: 0.02075 | test_loss: 0.00674 | epoch_time: 26.00 sec
Epoch 46/100: train_loss: 0.02061 | test_loss: 0.00619 | epoch_time: 26.01 sec
Epoch 47/100: train_loss: 0.02049 | test_loss: 0.00662 | epoch_time: 26.12 sec
Epoch 48/100: train_loss: 0.02034 | test_loss: 0.00573 | epoch_time: 26.02 sec
Epoch 49/100: train_loss: 0.02012 | test_loss: 0.00595 | epoch_time: 26.11 sec
Epoch 50/100: train_loss: 0.02004 | test_loss: 0.00662 | epoch_time: 26.13 sec
Epoch 51/100: train_loss: 0.01997 | test_loss: 0.00584 | epoch_time: 26.07 sec
Epoch 52/100: train_loss: 0.01977 | test_loss: 0.00612 | epoch_time: 26.11 sec
Epoch 53/100: train_loss: 0.01964 | test_loss: 0.00612 | epoch_time: 26.10 sec
Epoch 54/100: train_loss: 0.01953 | test_loss: 0.00683 | epoch_time: 26.02 sec
Epoch 55/100: train_loss: 0.01909 | test_loss: 0.00584 | epoch_time: 25.98 sec
Epoch 56/100: train_loss: 0.01898 | test_loss: 0.00586 | epoch_time: 26.15 sec
Epoch 57/100: train_loss: 0.01886 | test_loss: 0.00568 | epoch_time: 26.09 sec
Epoch 58/100: train_loss: 0.01880 | test_loss: 0.00564 | epoch_time: 26.07 sec
Epoch 59/100: train_loss: 0.01874 | test_loss: 0.00602 | epoch_time: 26.08 sec
Epoch 60/100: train_loss: 0.01865 | test_loss: 0.00587 | epoch_time: 26.12 sec
Epoch 61/100: train_loss: 0.01861 | test_loss: 0.00598 | epoch_time: 26.10 sec
Epoch 62/100: train_loss: 0.01850 | test_loss: 0.00580 | epoch_time: 26.04 sec
Epoch 63/100: train_loss: 0.01844 | test_loss: 0.00589 | epoch_time: 26.03 sec
Epoch 64/100: train_loss: 0.01840 | test_loss: 0.00564 | epoch_time: 26.16 sec
Epoch 65/100: train_loss: 0.01821 | test_loss: 0.00540 | epoch_time: 26.12 sec
Epoch 66/100: train_loss: 0.01815 | test_loss: 0.00527 | epoch_time: 26.13 sec
Epoch 67/100: train_loss: 0.01813 | test_loss: 0.00564 | epoch_time: 26.12 sec
Epoch 68/100: train_loss: 0.01806 | test_loss: 0.00543 | epoch_time: 26.11 sec
Epoch 69/100: train_loss: 0.01806 | test_loss: 0.00551 | epoch_time: 26.13 sec
Epoch 70/100: train_loss: 0.01797 | test_loss: 0.00523 | epoch_time: 26.15 sec
Epoch 71/100: train_loss: 0.01796 | test_loss: 0.00546 | epoch_time: 26.13 sec
Epoch 72/100: train_loss: 0.01790 | test_loss: 0.00537 | epoch_time: 26.02 sec
Epoch 73/100: train_loss: 0.01788 | test_loss: 0.00547 | epoch_time: 26.00 sec
Epoch 74/100: train_loss: 0.01785 | test_loss: 0.00580 | epoch_time: 26.03 sec
Epoch 75/100: train_loss: 0.01780 | test_loss: 0.00548 | epoch_time: 26.20 sec
Epoch 76/100: train_loss: 0.01777 | test_loss: 0.00543 | epoch_time: 26.01 sec
Epoch 77/100: train_loss: 0.01765 | test_loss: 0.00513 | epoch_time: 26.11 sec
Epoch 78/100: train_loss: 0.01767 | test_loss: 0.00545 | epoch_time: 26.13 sec
Epoch 79/100: train_loss: 0.01764 | test_loss: 0.00525 | epoch_time: 26.01 sec
Epoch 80/100: train_loss: 0.01762 | test_loss: 0.00521 | epoch_time: 26.13 sec
Epoch 81/100: train_loss: 0.01761 | test_loss: 0.00535 | epoch_time: 26.03 sec
Epoch 82/100: train_loss: 0.01756 | test_loss: 0.00523 | epoch_time: 26.11 sec
Epoch 83/100: train_loss: 0.01755 | test_loss: 0.00520 | epoch_time: 26.13 sec
Epoch 84/100: train_loss: 0.01750 | test_loss: 0.00529 | epoch_time: 25.99 sec
Epoch 85/100: train_loss: 0.01749 | test_loss: 0.00525 | epoch_time: 26.14 sec
Epoch 86/100: train_loss: 0.01747 | test_loss: 0.00529 | epoch_time: 26.15 sec
Epoch 87/100: train_loss: 0.01749 | test_loss: 0.00515 | epoch_time: 26.15 sec
Epoch 88/100: train_loss: 0.01747 | test_loss: 0.00532 | epoch_time: 26.13 sec
Epoch 89/100: train_loss: 0.01745 | test_loss: 0.00513 | epoch_time: 26.12 sec
Epoch 90/100: train_loss: 0.01746 | test_loss: 0.00530 | epoch_time: 26.12 sec
Epoch 91/100: train_loss: 0.01744 | test_loss: 0.00516 | epoch_time: 26.15 sec
Epoch 92/100: train_loss: 0.01742 | test_loss: 0.00522 | epoch_time: 26.01 sec
Epoch 93/100: train_loss: 0.01742 | test_loss: 0.00531 | epoch_time: 26.12 sec
Epoch 94/100: train_loss: 0.01741 | test_loss: 0.00534 | epoch_time: 26.06 sec
Epoch 95/100: train_loss: 0.01737 | test_loss: 0.00514 | epoch_time: 26.17 sec
Epoch 96/100: train_loss: 0.01735 | test_loss: 0.00524 | epoch_time: 26.13 sec
Epoch 97/100: train_loss: 0.01735 | test_loss: 0.00517 | epoch_time: 26.12 sec
Epoch 98/100: train_loss: 0.01734 | test_loss: 0.00523 | epoch_time: 26.11 sec
Epoch 99/100: train_loss: 0.01735 | test_loss: 0.00518 | epoch_time: 26.11 sec
Epoch 100/100: train_loss: 0.01734 | test_loss: 0.00514 | epoch_time: 26.09 sec

RMSE: 0.07171
