Using device:  cuda

Epoch 1/100: train_loss: 0.04927 | test_loss: 0.01597 | epoch_time: 25.61 sec
Epoch 78/100: train_loss: 0.00404 | test_loss: 0.00254 | epoch_time: 25.62 sec
Epoch 79/100: train_loss: 0.00399 | test_loss: 0.00294 | epoch_time: 25.62 sec
Epoch 80/100: train_loss: 0.00392 | test_loss: 0.00240 | epoch_time: 25.63 sec
Epoch 81/100: train_loss: 0.00389 | test_loss: 0.00241 | epoch_time: 25.63 sec
Epoch 82/100: train_loss: 0.00386 | test_loss: 0.00239 | epoch_time: 25.63 sec
Epoch 83/100: train_loss: 0.00384 | test_loss: 0.00249 | epoch_time: 25.62 sec
Epoch 84/100: train_loss: 0.00381 | test_loss: 0.00239 | epoch_time: 25.63 sec
Epoch 85/100: train_loss: 0.00379 | test_loss: 0.00232 | epoch_time: 25.62 sec
Epoch 86/100: train_loss: 0.00377 | test_loss: 0.00239 | epoch_time: 25.63 sec
Epoch 87/100: train_loss: 0.00374 | test_loss: 0.00239 | epoch_time: 25.61 sec
Epoch 88/100: train_loss: 0.00371 | test_loss: 0.00239 | epoch_time: 25.63 sec
Epoch 89/100: train_loss: 0.00369 | test_loss: 0.00307 | epoch_time: 25.62 sec
Epoch 90/100: train_loss: 0.00367 | test_loss: 0.00243 | epoch_time: 25.62 sec
Epoch 91/100: train_loss: 0.00364 | test_loss: 0.00239 | epoch_time: 25.62 sec
Epoch 92/100: train_loss: 0.00359 | test_loss: 0.00235 | epoch_time: 25.62 sec
Epoch 93/100: train_loss: 0.00358 | test_loss: 0.00236 | epoch_time: 25.62 sec
Epoch 94/100: train_loss: 0.00357 | test_loss: 0.00234 | epoch_time: 25.63 sec
Epoch 95/100: train_loss: 0.00355 | test_loss: 0.00234 | epoch_time: 25.62 sec
Epoch 96/100: train_loss: 0.00354 | test_loss: 0.00234 | epoch_time: 25.62 sec
Epoch 97/100: train_loss: 0.00353 | test_loss: 0.00237 | epoch_time: 25.62 sec
Epoch 98/100: train_loss: 0.00350 | test_loss: 0.00232 | epoch_time: 25.62 sec
Epoch 99/100: train_loss: 0.00350 | test_loss: 0.00231 | epoch_time: 25.63 sec
Epoch 100/100: train_loss: 0.00349 | test_loss: 0.00233 | epoch_time: 25.62 sec

RMSE: 0.04825
