Using device:  cuda

Epoch 1/100: train_loss: 0.14591 | test_loss: 0.08654 | epoch_time: 25.98 sec
Epoch 75/100: train_loss: 0.03950 | test_loss: 0.03696 | epoch_time: 25.89 sec
Epoch 76/100: train_loss: 0.03941 | test_loss: 0.03703 | epoch_time: 25.72 sec
Epoch 77/100: train_loss: 0.03935 | test_loss: 0.03668 | epoch_time: 25.91 sec
Epoch 78/100: train_loss: 0.03931 | test_loss: 0.03678 | epoch_time: 25.73 sec
Epoch 79/100: train_loss: 0.03923 | test_loss: 0.03692 | epoch_time: 25.87 sec
Epoch 80/100: train_loss: 0.03916 | test_loss: 0.03697 | epoch_time: 26.39 sec
Epoch 81/100: train_loss: 0.03911 | test_loss: 0.03697 | epoch_time: 25.74 sec
Epoch 82/100: train_loss: 0.03900 | test_loss: 0.03669 | epoch_time: 25.75 sec
Epoch 83/100: train_loss: 0.03892 | test_loss: 0.03690 | epoch_time: 25.75 sec
Epoch 84/100: train_loss: 0.03871 | test_loss: 0.03638 | epoch_time: 25.75 sec
Epoch 85/100: train_loss: 0.03866 | test_loss: 0.03658 | epoch_time: 25.78 sec
Epoch 86/100: train_loss: 0.03864 | test_loss: 0.03634 | epoch_time: 25.72 sec
Epoch 87/100: train_loss: 0.03856 | test_loss: 0.03643 | epoch_time: 25.91 sec
Epoch 88/100: train_loss: 0.03857 | test_loss: 0.03654 | epoch_time: 25.76 sec
Epoch 89/100: train_loss: 0.03853 | test_loss: 0.03641 | epoch_time: 25.75 sec
Epoch 90/100: train_loss: 0.03849 | test_loss: 0.03638 | epoch_time: 25.77 sec
Epoch 91/100: train_loss: 0.03846 | test_loss: 0.03624 | epoch_time: 25.75 sec
Epoch 92/100: train_loss: 0.03844 | test_loss: 0.03645 | epoch_time: 25.76 sec
Epoch 93/100: train_loss: 0.03836 | test_loss: 0.03638 | epoch_time: 25.74 sec
Epoch 94/100: train_loss: 0.03835 | test_loss: 0.03665 | epoch_time: 25.75 sec
Epoch 95/100: train_loss: 0.03831 | test_loss: 0.03633 | epoch_time: 25.77 sec
Epoch 96/100: train_loss: 0.03823 | test_loss: 0.03626 | epoch_time: 25.75 sec
Epoch 97/100: train_loss: 0.03821 | test_loss: 0.03623 | epoch_time: 25.76 sec
Epoch 98/100: train_loss: 0.03820 | test_loss: 0.03627 | epoch_time: 25.76 sec
Epoch 99/100: train_loss: 0.03824 | test_loss: 0.03630 | epoch_time: 25.74 sec
Epoch 100/100: train_loss: 0.03814 | test_loss: 0.03621 | epoch_time: 25.77 sec

RMSE: 0.19029
