Using device:  cuda

Epoch 1/100: train_loss: 0.04933 | test_loss: 0.01584 | epoch_time: 26.06 sec
Epoch 88/100: train_loss: 0.01700 | test_loss: 0.01580 | epoch_time: 25.80 sec
Epoch 89/100: train_loss: 0.01700 | test_loss: 0.01582 | epoch_time: 25.83 sec
Epoch 90/100: train_loss: 0.01700 | test_loss: 0.01581 | epoch_time: 25.81 sec
Epoch 91/100: train_loss: 0.01699 | test_loss: 0.01581 | epoch_time: 25.85 sec
Epoch 92/100: train_loss: 0.01699 | test_loss: 0.01583 | epoch_time: 25.81 sec
Epoch 93/100: train_loss: 0.01700 | test_loss: 0.01582 | epoch_time: 25.83 sec
Epoch 94/100: train_loss: 0.01698 | test_loss: 0.01582 | epoch_time: 25.82 sec
Epoch 95/100: train_loss: 0.01698 | test_loss: 0.01583 | epoch_time: 25.97 sec
Epoch 96/100: train_loss: 0.01698 | test_loss: 0.01583 | epoch_time: 25.80 sec
Epoch 97/100: train_loss: 0.01698 | test_loss: 0.01583 | epoch_time: 25.83 sec
Epoch 98/100: train_loss: 0.01697 | test_loss: 0.01583 | epoch_time: 25.80 sec
Epoch 99/100: train_loss: 0.01697 | test_loss: 0.01583 | epoch_time: 25.94 sec
Epoch 100/100: train_loss: 0.01697 | test_loss: 0.01584 | epoch_time: 25.79 sec

RMSE: 0.12587
