Using device:  cuda

Epoch 1/100: train_loss: 0.13876 | test_loss: 0.08613 | epoch_time: 26.07 sec
Epoch 79/100: train_loss: 0.03467 | test_loss: 0.03376 | epoch_time: 25.58 sec
Epoch 80/100: train_loss: 0.03445 | test_loss: 0.03374 | epoch_time: 25.59 sec
Epoch 81/100: train_loss: 0.03431 | test_loss: 0.03359 | epoch_time: 25.58 sec
Epoch 82/100: train_loss: 0.03408 | test_loss: 0.03386 | epoch_time: 25.58 sec
Epoch 83/100: train_loss: 0.03394 | test_loss: 0.03379 | epoch_time: 25.58 sec
Epoch 84/100: train_loss: 0.03379 | test_loss: 0.03421 | epoch_time: 25.59 sec
Epoch 85/100: train_loss: 0.03363 | test_loss: 0.03403 | epoch_time: 25.59 sec
Epoch 86/100: train_loss: 0.03350 | test_loss: 0.03432 | epoch_time: 25.58 sec
Epoch 87/100: train_loss: 0.03326 | test_loss: 0.03313 | epoch_time: 25.58 sec
Epoch 88/100: train_loss: 0.03311 | test_loss: 0.03405 | epoch_time: 25.57 sec
Epoch 89/100: train_loss: 0.03301 | test_loss: 0.03521 | epoch_time: 25.60 sec
Epoch 90/100: train_loss: 0.03293 | test_loss: 0.03325 | epoch_time: 25.58 sec
Epoch 91/100: train_loss: 0.03267 | test_loss: 0.03371 | epoch_time: 25.58 sec
Epoch 92/100: train_loss: 0.03256 | test_loss: 0.03328 | epoch_time: 25.58 sec
Epoch 93/100: train_loss: 0.03235 | test_loss: 0.03413 | epoch_time: 25.75 sec
Epoch 94/100: train_loss: 0.03155 | test_loss: 0.03160 | epoch_time: 25.58 sec
Epoch 95/100: train_loss: 0.03140 | test_loss: 0.03169 | epoch_time: 25.58 sec
Epoch 96/100: train_loss: 0.03129 | test_loss: 0.03163 | epoch_time: 25.57 sec
Epoch 97/100: train_loss: 0.03122 | test_loss: 0.03164 | epoch_time: 25.66 sec
Epoch 98/100: train_loss: 0.03118 | test_loss: 0.03155 | epoch_time: 25.58 sec
Epoch 99/100: train_loss: 0.03116 | test_loss: 0.03180 | epoch_time: 25.58 sec
Epoch 100/100: train_loss: 0.03103 | test_loss: 0.03168 | epoch_time: 25.58 sec

RMSE: 0.17798
